id,name,common_name,messier_id,caldwell_id,ra_deg,dec_deg,type,mag,size_arcmin,surface_brightness,tags
IC0010,IC0010,,,,5.072250,59.303778,galaxy,10.35,6.39,24.53,
IC0063,IC0063,,,,14.870167,60.911694,emission_nebula,13.33,6.50,,
IC0127,IC0127,,,,22.448375,-6.980056,galaxy,9.20,1.07,23.47,
IC0239,IC0239,,,,39.116167,38.969917,galaxy,11.20,4.13,23.72,
IC0284,IC0284,,,,46.541292,42.371917,galaxy,11.59,3.22,23.82,
IC0334,IC0334,,,,56.321167,76.638306,galaxy,11.50,2.09,23.06,
IC0342,IC0342,,,C5,56.702083,68.096361,galaxy,9.68,19.28,24.85,caldwell
IC0348,IC0348,omi Per Cloud,,,56.142458,32.162833,emission_nebula,,10.00,,
IC0356,IC0356,,,,61.945458,69.812444,galaxy,10.24,3.88,23.27,
IC0398,IC0398,,,,74.552333,-7.780250,galaxy,,0.76,,
IC0417,IC0417,,,,82.025000,34.423944,emission_nebula,,11.50,,
IC0422,IC0422,,,,83.077292,-17.223861,galaxy,,0.99,,
IC0433,IC0433,,,,85.130625,-11.665583,galaxy,,1.27,,
IC0434,IC0434,Flame Nebula,,,85.253667,-2.453778,emission_nebula,11.00,60.00,,
IC0438,IC0438,,,,88.250333,-17.876083,galaxy,12.07,2.31,23.70,
IC0443,IC0443,Gem A,,,94.155875,22.531667,supernova_remnant,12.00,45.00,,
IC0446,IC0446,,,,97.775750,10.459278,emission_nebula,,4.50,,
IC0447,IC0447,,,,97.751333,9.897444,emission_nebula,7.70,22.50,,
IC0448,IC0448,,,,98.188917,7.388639,emission_nebula,,12.50,,
IC0466,IC0466,,,,107.161667,-4.318000,emission_nebula,12.06,1.00,,
IC0500,IC0500,,,,123.165000,-16.050806,galaxy,,1.24,,
IC0520,IC0520,,,,133.426083,73.490944,galaxy,11.83,1.86,22.87,
IC0529,IC0529,,,,139.636667,73.759333,galaxy,12.30,2.37,23.25,
IC0672,IC0672,,,,167.013458,-12.484167,galaxy,,0.54,,
IC0749,IC0749,,,,179.641875,42.734028,galaxy,12.28,1.92,23.04,
IC0750,IC0750,,,,179.717500,42.722472,galaxy,11.82,1.56,22.73,
IC0764,IC0764,,,,182.559125,-29.736806,galaxy,12.41,2.99,23.93,
IC0983,IC0983,,,,212.518208,17.733833,galaxy,11.96,2.17,23.19,
IC1029,IC1029,,,,218.113583,49.904611,galaxy,11.29,1.61,22.01,
IC1257,IC1257,,,,261.784917,-7.093083,globular_cluster,,3.30,,
IC1274,IC1274,,,,272.462625,-23.648222,emission_nebula,,12.50,,
IC1276,IC1276,,,,272.684458,-7.207583,globular_cluster,,9.60,,
IC1283,IC1283,,,,274.320208,-19.762222,emission_nebula,,15.00,,
IC1295,IC1295,,,,283.654708,-8.827028,planetary_nebula,12.50,1.50,,
IC1308,IC1308,,,,296.271833,-14.720250,emission_nebula,,,,
IC1310,IC1310,,,,302.504083,34.968889,emission_nebula,,9.00,,
IC1330,IC1330,,,,311.562250,-14.023222,galaxy,,0.83,,
IC1340,IC1340,,,,314.034375,31.047861,supernova_remnant,,22.54,,
IC1342,IC1342,,,,315.106000,-14.495861,galaxy,,0.74,,
IC1396,IC1396,,,,324.740083,57.489056,emission_nebula,,9.00,,
IC1459,IC1459,,,,344.294208,-36.462222,galaxy,10.54,3.92,23.12,
IC1470,IC1470,,,,346.292542,60.244083,emission_nebula,11.50,1.80,,
IC1558,IC1558,,,,8.946125,-25.374417,galaxy,12.46,2.16,23.30,
IC1590,IC1590,,,,13.209167,56.643028,emission_nebula,,6.30,,
IC1613,IC1613,,,C51,16.199125,2.117778,galaxy,9.54,17.73,25.00,caldwell
IC1625,IC1625,,,,16.927542,-46.907583,galaxy,12.08,1.60,23.03,
IC1633,IC1633,,,,17.481583,-45.931194,galaxy,11.39,2.53,23.73,
IC1644,IC1644,,,,17.304208,-73.194111,emission_nebula,11.70,0.73,,
IC1727,IC1727,,,,26.874542,27.333361,galaxy,11.57,4.48,24.02,
IC1772,IC1772,,,,30.678875,7.745528,galaxy,,0.68,,
IC1783,IC1783,,,,32.525542,-32.939861,galaxy,12.48,1.39,22.75,
IC1788,IC1788,,,,33.958167,-31.201000,galaxy,12.37,1.80,23.16,
IC1795,IC1795,,,,36.633167,62.041639,emission_nebula,,12.00,,
IC1805,IC1805,,,,38.172958,61.456889,emission_nebula,6.50,60.00,,
IC1812,IC1812,,,,37.382417,-42.811361,galaxy,12.21,1.84,23.67,
IC1848,IC1848,,,,42.794125,60.402472,emission_nebula,6.50,25.00,,
IC1871,IC1871,,,,44.340792,60.672361,emission_nebula,,4.00,,
IC1953,IC1953,,,,53.424458,-21.478639,galaxy,11.96,1.72,22.36,
IC1954,IC1954,,,,52.880792,-51.904833,galaxy,11.58,2.35,22.84,
IC1970,IC1970,,,,54.131333,-43.956833,galaxy,12.44,1.88,23.14,
IC1993,IC1993,,,,56.770042,-33.709861,galaxy,11.90,2.65,23.41,
IC2000,IC2000,,,,57.282250,-48.858194,galaxy,12.38,2.86,23.65,
IC2006,IC2006,,,,58.618542,-35.967139,galaxy,11.34,2.17,22.97,
IC2035,IC2035,,,,62.257792,-45.517528,galaxy,11.75,1.29,21.91,
IC2051,IC2051,,,,58.003458,-83.830694,galaxy,11.23,2.29,22.87,
IC2056,IC2056,,,,64.102250,-60.206806,galaxy,11.87,1.73,22.39,
IC2105,IC2105,,,,72.361083,-69.200917,emission_nebula,11.30,0.62,,
IC2111,IC2111,,,,72.967167,-69.392167,emission_nebula,,0.60,,
IC2117,IC2117,,,,74.313375,-68.441472,emission_nebula,,0.95,,
IC2128,IC2128,,,,80.684042,-68.061083,emission_nebula,11.10,4.20,,
IC2144,IC2144,,,,87.557875,23.872417,emission_nebula,,1.00,,
IC2146,IC2146,,,,84.445542,-74.783194,globular_cluster,12.41,3.30,,
IC2162,IC2162,,,,93.269583,17.980083,emission_nebula,,4.00,,
IC2163,IC2163,,,,94.116583,-21.375861,galaxy,11.11,2.16,22.11,
IC2166,IC2166,,,,96.731833,59.080083,galaxy,12.45,1.64,23.27,
IC2311,IC2311,,,,124.691583,-25.369750,galaxy,11.52,2.06,23.02,
IC2367,IC2367,,,,126.042000,-18.775556,galaxy,12.05,1.88,22.97,
IC2375,IC2375,,,,126.581958,-13.303139,galaxy,,1.27,,
IC2379,IC2379,,,,126.615833,-13.292861,galaxy,,0.72,,
IC2469,IC2469,,,,140.754417,-32.449750,galaxy,11.09,3.48,23.73,
IC2522,IC2522,,,,148.787333,-33.137139,galaxy,12.00,2.02,23.38,
IC2531,IC2531,,,,149.982375,-29.616972,galaxy,12.22,3.57,23.91,
IC2533,IC2533,,,,150.131958,-31.245000,galaxy,11.97,1.75,23.23,
IC2537,IC2537,,,,150.966208,-27.570861,galaxy,12.22,2.21,23.33,
IC2552,IC2552,,,,152.692250,-34.844694,galaxy,12.06,1.77,23.19,
IC2554,IC2554,,,,152.210667,-67.030861,galaxy,11.70,2.30,23.11,
IC2560,IC2560,,,,154.078000,-33.563806,galaxy,12.06,2.61,23.55,
IC2574,IC2574,Coddington's Nebula,,,157.097833,68.412139,galaxy,10.46,9.24,24.38,
IC2587,IC2587,,,,157.748333,-34.562944,galaxy,12.35,1.73,23.56,
IC2597,IC2597,,,,159.447708,-27.081694,galaxy,11.68,2.17,23.86,
IC2599,IC2599,,,,159.362875,-58.733389,emission_nebula,,20.00,,southern_showpiece
IC2627,IC2627,,,,167.472458,-23.725944,galaxy,12.00,2.05,23.04,
IC2764,IC2764,,,,171.770958,-28.980222,galaxy,12.26,1.69,23.49,
IC2944,IC2944,lam Cen Nebula,,C100,173.945542,-63.019833,emission_nebula,4.50,7.20,,caldwell;southern_showpiece
IC2948,IC2948,,,,174.774750,-63.443861,emission_nebula,,6.00,,
IC2977,IC2977,,,,178.811083,-37.696306,galaxy,12.24,1.66,23.03,
IC3010,IC3010,,,,181.989208,-30.339472,galaxy,12.22,2.00,23.55,
IC3152,IC3152,,,,184.899958,-26.145500,galaxy,12.43,1.55,23.30,
IC3231,IC3231,,,,185.682417,24.820472,galaxy,,0.56,,
IC3253,IC3253,,,,185.938417,-34.622194,galaxy,12.12,2.11,22.99,
IC3329,IC3329,,,,186.483000,27.564111,emission_nebula,,,,
IC3370,IC3370,,,,186.905542,-39.337778,galaxy,11.18,2.71,23.32,
IC3551,IC3551,,,,188.973792,27.964167,emission_nebula,,,,
IC3552,IC3552,,,,188.974583,27.993889,emission_nebula,,,,
IC3555,IC3555,,,,188.983125,27.988889,emission_nebula,,,,
IC3563,IC3563,,,,189.030083,27.927361,emission_nebula,,,,
IC3829,IC3829,,,,193.055417,-29.840667,galaxy,11.70,2.23,23.97,
IC3896,IC3896,,,,194.180125,-50.346861,galaxy,11.31,2.58,23.45,
IC4182,IC4182,,,,196.456417,37.604889,galaxy,11.61,5.76,25.09,
IC4197,IC4197,,,,197.018042,-23.796861,galaxy,12.48,1.48,23.59,
IC4214,IC4214,,,,199.427875,-32.101694,galaxy,11.40,2.40,23.11,
IC4296,IC4296,,,,204.162625,-33.965833,galaxy,10.51,3.53,23.73,
IC4329,IC4329,,,,207.272125,-30.295861,galaxy,10.97,3.70,24.33,
IC4351,IC4351,,,,209.476083,-29.315722,galaxy,11.62,3.79,24.19,
IC4361,IC4361,,,,211.031125,-9.768889,galaxy,,0.50,,
IC4402,IC4402,,,,215.304542,-46.297889,galaxy,11.82,3.37,23.43,
IC4406,IC4406,,,,215.610333,-44.150194,planetary_nebula,10.20,0.58,,
IC4421,IC4421,,,,217.130458,-37.583750,galaxy,12.37,1.25,23.02,
IC4441,IC4441,,,,217.910917,-43.418444,galaxy,11.84,1.74,22.10,
IC4453,IC4453,,,,218.619375,-27.518556,galaxy,12.19,1.53,23.44,
IC4499,IC4499,,,,225.080208,-82.213500,globular_cluster,8.56,5.10,,
IC4538,IC4538,,,,230.298375,-23.658417,galaxy,12.38,2.21,23.39,
IC4585,IC4585,,,,240.073500,-66.322278,galaxy,12.32,1.17,22.22,
IC4591,IC4591,,,,243.075667,-27.927750,emission_nebula,,11.00,,
IC4593,IC4593,,,,242.935417,12.071389,planetary_nebula,10.70,0.66,,
IC4646,IC4646,,,,260.971625,-59.999389,galaxy,12.33,2.31,23.23,
IC4662,IC4662,,,,266.786958,-64.641750,galaxy,11.10,1.46,21.34,
IC4704,IC4704,,,,276.973500,-71.609861,galaxy,12.02,2.35,23.98,
IC4710,IC4710,,,,277.158208,-66.982278,galaxy,12.00,3.24,23.82,
IC4712,IC4712,,,,277.778833,-71.693667,galaxy,12.19,1.58,22.83,
IC4721,IC4721,,,,278.603167,-58.496611,galaxy,11.82,3.47,23.75,
IC4729,IC4729,,,,279.985125,-67.425694,galaxy,12.18,1.00,22.11,
IC4742,IC4742,,,,280.469042,-63.862083,galaxy,12.08,1.89,23.55,
IC4746,IC4746,,,,281.477125,-72.668222,galaxy,,0.52,,
IC4765,IC4765,,,,281.824708,-63.331333,galaxy,11.19,3.31,24.09,
IC4796,IC4796,,,,284.116000,-54.213944,galaxy,12.30,1.52,23.41,
IC4797,IC4797,,,,284.123667,-54.305778,galaxy,11.32,2.24,23.21,
IC4806,IC4806,,,,285.377875,-57.532056,galaxy,12.23,1.47,22.73,
IC4831,IC4831,,,,288.682667,-62.272611,galaxy,12.08,2.25,23.52,
IC4837A,IC4837A,,,,288.817375,-54.132500,galaxy,11.71,2.66,23.44,
IC4842,IC4842,,,,289.851958,-60.644250,galaxy,12.45,1.68,23.99,
IC4845,IC4845,,,,290.093708,-60.389167,galaxy,11.97,1.71,22.34,
IC4889,IC4889,,,,296.313125,-54.344139,galaxy,11.22,2.74,23.30,
IC4901,IC4901,,,,298.598042,-58.713556,galaxy,11.65,3.11,23.22,
IC4931,IC4931,,,,300.209833,-38.575056,galaxy,11.88,1.85,23.57,
IC4933,IC4933,,,,300.871000,-54.979944,galaxy,12.35,1.68,22.91,
IC4946,IC4946,,,,305.991958,-43.995278,galaxy,11.92,1.70,23.04,
IC4954,IC4954,,,,301.187583,29.252806,emission_nebula,,2.00,,
IC4974NED02,IC4974 NED02,,,,303.862292,-61.863056,galaxy,,0.57,,
IC4991,IC4991,,,,304.597000,-41.050167,galaxy,11.54,2.52,23.73,
IC5011,IC5011,,,,307.140917,-36.027111,galaxy,11.84,2.17,23.76,
IC5020,IC5020,,,,307.660375,-33.485556,galaxy,12.30,2.04,23.38,
IC5052,IC5052,,,,313.023208,-69.201639,galaxy,11.34,4.25,23.25,
IC5063,IC5063,,,,313.009750,-57.068778,galaxy,12.45,2.30,23.82,
IC5068,IC5068,,,,312.624000,42.477694,emission_nebula,,35.00,,
IC5070,IC5070,Pelican Nebula,,,312.753000,44.401500,emission_nebula,8.00,55.00,,
IC5105,IC5105,,,,321.091708,-40.537722,galaxy,11.60,2.31,23.78,
IC5131,IC5131,,,,326.855458,-34.883667,galaxy,12.33,1.58,23.07,
IC5146,IC5146,Cocoon Nebula,,C19,328.369833,47.266917,emission_nebula,7.20,10.00,,caldwell
IC5148,IC5148,,,,329.896667,-39.385833,planetary_nebula,11.00,2.30,,
IC5152,IC5152,,,,330.672958,-51.296444,galaxy,10.68,4.37,22.38,
IC5156,IC5156,,,,330.811958,-33.838444,galaxy,12.16,1.55,22.85,
IC5179,IC5179,,,,334.037917,-36.843722,galaxy,12.03,0.77,20.86,
IC5181,IC5181,,,,333.340417,-46.017611,galaxy,11.48,1.75,23.24,
IC5186,IC5186,,,,334.693833,-36.801583,galaxy,11.93,1.77,22.61,
IC5201,IC5201,,,,335.239333,-46.035861,galaxy,11.37,4.78,23.53,
IC5240,IC5240,,,,340.468250,-44.767167,galaxy,11.66,2.71,23.79,
IC5250A,IC5250A,,,,341.822917,-65.059722,galaxy,11.11,1.41,22.35,
IC5250B,IC5250B,,,,341.842333,-65.058500,galaxy,12.41,1.34,22.58,
IC5267,IC5267,,,,344.306542,-43.396139,galaxy,10.43,4.82,23.84,
IC5269,IC5269,,,,344.431917,-36.026222,galaxy,12.24,1.29,23.23,
IC5271,IC5271,,,,344.507583,-33.742222,galaxy,11.54,2.08,22.79,
IC5273,IC5273,,,,344.861250,-37.702889,galaxy,11.45,2.52,23.36,
IC5325,IC5325,,,,352.180958,-41.333472,galaxy,11.28,2.75,22.83,
IC5328,IC5328,,,,353.318583,-45.015972,galaxy,11.37,2.37,23.48,
IC5332,IC5332,,,,353.614542,-36.101083,galaxy,10.03,5.92,23.92,
NGC0010,NGC0010,,,,2.143917,-33.858333,galaxy,12.49,1.81,23.38,
NGC0014,NGC0014,,,,2.193333,15.815556,galaxy,12.44,1.27,22.31,
NGC0016,NGC0016,,,,2.267875,27.729417,galaxy,12.00,1.29,22.91,
NGC0023,NGC0023,,,,2.472542,25.923778,galaxy,11.98,1.39,22.41,
NGC0024,NGC0024,,,,2.485583,-24.963139,galaxy,11.52,4.29,24.01,
NGC0040,NGC0040,Bow-Tie nebula,,C2,3.254292,72.521944,planetary_nebula,11.89,0.80,,caldwell
NGC0045,NGC0045,,,,3.516625,-23.182083,galaxy,10.44,5.31,23.80,
NGC0055,NGC0055,,,C72,3.723333,-39.196639,galaxy,8.54,16.45,22.52,caldwell
NGC0057,NGC0057,,,,3.878625,17.328528,galaxy,11.65,1.85,23.19,
NGC0059,NGC0059,,,,3.854708,-21.444389,galaxy,12.45,1.81,23.72,
NGC0080,NGC0080,,,,5.295208,22.357194,galaxy,12.30,1.72,23.38,
NGC0104,NGC0104,47 Tuc Cluster,,C106,6.022333,-72.081444,globular_cluster,4.09,31.80,,caldwell;southern_showpiece
NGC0121,NGC0121,,,,6.701042,-71.535667,globular_cluster,11.24,3.45,,
NGC0125,NGC0125,,,,7.209125,2.838861,galaxy,12.34,1.31,22.77,
NGC0128,NGC0128,,,,7.312750,2.864056,galaxy,11.63,2.02,23.79,
NGC0134,NGC0134,,,,7.591542,-33.244028,galaxy,10.31,5.09,23.40,
NGC0147,NGC0147,,,C17,8.300500,48.508750,galaxy,9.72,7.41,24.29,caldwell
NGC0148,NGC0148,,,,8.564583,-31.786000,galaxy,12.16,1.34,23.27,
NGC0150,NGC0150,,,,8.564500,-27.803583,galaxy,11.41,2.57,22.87,
NGC0151,NGC0151,,,,8.511625,-9.705333,galaxy,11.66,3.03,23.51,
NGC0171,NGC0171,,,,9.339708,-19.934250,galaxy,12.25,1.68,22.98,
NGC0185,NGC0185,,,C18,9.741542,48.337389,galaxy,9.20,11.85,24.58,caldwell
NGC0193,NGC0193,,,,9.827458,3.331111,galaxy,12.30,1.76,23.66,
NGC0194,NGC0194,,,,9.826750,3.037444,galaxy,12.13,1.61,23.18,
NGC0205,NGC0205,,M110,,10.092000,41.685306,galaxy,8.15,12.90,23.78,messier
NGC0210,NGC0210,,,,10.145917,-13.872806,galaxy,11.12,4.00,23.58,
NGC0214,NGC0214,,,,10.366792,25.499444,galaxy,12.21,1.58,22.74,
NGC0217,NGC0217,,,,10.391208,-10.021417,galaxy,12.10,1.95,24.04,
NGC0221,NGC0221,,M32,,10.674292,40.865278,galaxy,8.13,6.30,22.17,messier
NGC0224,NGC0224,Andromeda Galaxy,M31,,10.684792,41.269056,galaxy,3.44,123.75,23.63,messier;showpiece
NGC0227,NGC0227,,,,10.653458,-1.528778,galaxy,12.16,1.67,23.38,
NGC0245,NGC0245,,,,11.522458,-1.723389,galaxy,12.35,1.16,22.00,
NGC0246,NGC0246,,,C56,11.764000,-11.871944,planetary_nebula,10.90,4.08,,caldwell
NGC0247,NGC0247,,,C62,11.785625,-20.760389,galaxy,9.21,12.62,23.79,caldwell
NGC0248,NGC0248,,,,11.350167,-73.379806,emission_nebula,,1.25,,
NGC0252,NGC0252,,,,12.006250,27.623639,galaxy,12.49,1.39,23.11,
NGC0253,NGC0253,Sculptor Filament,,C65,11.888000,-25.288222,galaxy,11.11,15.68,22.42,caldwell
NGC0254,NGC0254,,,,11.865042,-31.421750,galaxy,11.67,2.29,23.50,
NGC0255,NGC0255,,,,11.947125,-11.468694,galaxy,11.93,1.95,22.61,
NGC0266,NGC0266,,,,12.449167,32.277722,galaxy,11.82,2.88,23.68,
NGC0275,NGC0275,,,,12.767500,-7.066667,galaxy,12.43,1.57,22.57,
NGC0278,NGC0278,,,,13.017958,47.550500,galaxy,10.85,2.33,22.08,
NGC0281,NGC0281,,,,13.247292,56.621889,emission_nebula,,32.50,,
NGC0288,NGC0288,,,,13.197708,-26.589889,globular_cluster,8.13,9.60,,
NGC0289,NGC0289,,,,13.176500,-31.205833,galaxy,11.18,2.93,22.84,
NGC0296,NGC0296,,,,13.781292,31.542278,galaxy,12.29,1.55,22.92,
NGC0300,NGC0300,,,C70,13.722833,-37.684389,galaxy,8.66,16.23,23.59,caldwell
NGC0309,NGC0309,,,,14.177750,-9.913861,galaxy,12.17,2.09,23.09,
NGC0312,NGC0312,,,,14.066375,-52.782694,galaxy,12.39,1.61,23.59,
NGC0315,NGC0315,,,,14.453667,30.352444,galaxy,11.60,2.50,23.35,
NGC0337,NGC0337,,,,14.958708,-7.577972,galaxy,11.48,2.40,22.70,
NGC0337A,NGC0337A,,,,15.391250,-7.588250,galaxy,12.37,2.18,23.37,
NGC0339,NGC0339,,,,14.425250,-74.473389,globular_cluster,12.21,2.90,,
NGC0357,NGC0357,,,,15.841167,-6.339222,galaxy,12.02,1.90,23.47,
NGC0362,NGC0362,,,C104,15.809292,-70.848222,globular_cluster,6.58,8.70,,caldwell
NGC0380,NGC0380,,,,16.823292,32.482917,galaxy,12.48,1.40,23.22,
NGC0383,NGC0383,,,,16.854000,32.412556,galaxy,12.14,2.20,23.69,
NGC0404,NGC0404,,,,17.362583,35.718139,galaxy,10.55,3.38,22.61,
NGC0406,NGC0406,,,,16.854375,-69.879167,galaxy,12.46,1.77,23.09,
NGC0410,NGC0410,,,,17.745417,33.151889,galaxy,11.48,1.99,23.24,
NGC0416,NGC0416,,,,16.993750,-72.355056,globular_cluster,11.76,1.70,,
NGC0419,NGC0419,,,,17.071542,-72.883500,globular_cluster,10.50,2.80,,
NGC0428,NGC0428,,,,18.232125,0.981556,galaxy,11.47,2.45,22.67,
NGC0434,NGC0434,,,,18.058875,-58.247972,galaxy,12.04,1.74,22.91,
NGC0460,NGC0460,,,,18.660833,-73.274194,emission_nebula,,2.05,,
NGC0467,NGC0467,,,,19.792208,3.300833,galaxy,12.10,1.57,23.00,
NGC0470,NGC0470,,,,19.936875,3.409944,galaxy,11.79,2.24,23.16,
NGC0473,NGC0473,,,,19.979458,16.544694,galaxy,12.50,1.40,23.19,
NGC0474,NGC0474,,,,20.027875,3.415389,galaxy,11.52,2.54,23.26,
NGC0484,NGC0484,,,,19.894708,-58.524306,galaxy,12.23,1.53,23.26,
NGC0488,NGC0488,,,,20.445208,5.256722,galaxy,10.26,4.36,23.15,
NGC0493,NGC0493,,,,20.537458,0.945361,galaxy,12.48,1.98,23.13,
NGC0499,NGC0499,,,,20.797917,33.460556,galaxy,12.27,1.36,23.16,
NGC0507,NGC0507,,,,20.916292,33.256056,galaxy,11.57,2.06,23.25,
NGC0514,NGC0514,,,,21.016250,12.917389,galaxy,11.71,3.00,23.48,
NGC0520NED01,NGC0520 NED01,,,,21.143667,3.794944,galaxy,11.47,2.85,23.54,
NGC0520NED02,NGC0520 NED02,,,,21.144958,3.789778,galaxy,12.40,1.07,,
NGC0521,NGC0521,,,,21.140750,1.731389,galaxy,11.80,2.68,23.52,
NGC0524,NGC0524,,,,21.198833,9.538833,galaxy,10.35,3.36,22.78,
NGC0529,NGC0529,,,,21.418333,34.713333,galaxy,12.13,2.09,23.61,
NGC0532,NGC0532,,,,21.322250,9.264111,galaxy,12.21,1.56,23.88,
NGC0533,NGC0533,,,,21.380667,1.759111,galaxy,11.47,2.92,24.03,
NGC0536,NGC0536,,,,21.590750,34.703028,galaxy,12.37,2.21,23.80,
NGC0541,NGC0541,,,,21.434625,-1.379583,galaxy,12.19,1.83,23.66,
NGC0578,NGC0578,,,,22.621208,-22.667361,galaxy,11.09,3.87,23.28,
NGC0584,NGC0584,,,,22.836458,-6.868056,galaxy,10.35,3.14,23.06,
NGC0595,NGC0595,,,,23.390958,30.691556,emission_nebula,,1.31,,
NGC0596,NGC0596,,,,23.217000,-7.031833,galaxy,10.95,1.86,22.36,
NGC0598,NGC0598,Triangulum Galaxy,M33,,23.462042,30.660222,galaxy,5.79,49.41,23.61,messier;showpiece
NGC0600,NGC0600,,,,23.272083,-7.311417,galaxy,12.46,2.59,23.83,
NGC0604,NGC0604,,,,23.638292,30.784889,emission_nebula,,1.56,,
NGC0613,NGC0613,,,,23.575708,-29.418361,galaxy,10.35,5.00,23.02,
NGC0615,NGC0615,,,,23.773667,-7.340306,galaxy,11.66,2.17,22.98,
NGC0628,NGC0628,,M74,,24.173958,15.783667,galaxy,9.31,9.61,23.37,messier
NGC0636,NGC0636,,,,24.777208,-7.512611,galaxy,11.41,2.50,23.38,
NGC0641,NGC0641,,,,24.663458,-42.527528,galaxy,12.17,1.75,23.28,
NGC0650,NGC0650,Barbell Nebula,M76,,25.582042,51.575472,planetary_nebula,10.10,1.12,,messier
NGC0658,NGC0658,,,,25.540250,12.601889,galaxy,12.41,1.19,22.55,
NGC0660,NGC0660,,,,25.760000,13.645056,galaxy,11.29,3.13,23.50,
NGC0661,NGC0661,,,,26.060917,28.705917,galaxy,12.20,1.65,23.43,
NGC0665,NGC0665,,,,26.233750,10.423028,galaxy,12.14,1.29,22.95,
NGC0669,NGC0669,,,,26.817292,35.563306,galaxy,12.30,1.45,23.14,
NGC0672,NGC0672,,,,26.977167,27.432778,galaxy,10.92,4.86,23.58,
NGC0674,NGC0674,,,,27.823208,22.357972,galaxy,11.97,2.54,23.54,
NGC0676,NGC0676,,,,27.238792,5.907528,galaxy,12.00,1.72,21.29,
NGC0677,NGC0677,,,,27.308583,13.055361,galaxy,12.27,1.81,23.42,
NGC0678,NGC0678,,,,27.353583,21.997306,galaxy,12.23,1.93,23.61,
NGC0680,NGC0680,,,,27.447042,21.970861,galaxy,11.90,1.62,22.92,
NGC0681,NGC0681,,,,27.295125,-10.426417,galaxy,11.87,2.12,23.27,
NGC0684,NGC0684,,,,27.558417,27.645667,galaxy,12.34,1.89,23.55,
NGC0685,NGC0685,,,,26.928375,-52.761806,galaxy,11.50,2.65,22.80,
NGC0691,NGC0691,,,,27.673833,21.759917,galaxy,11.73,2.27,22.88,
NGC0693,NGC0693,,,,27.628542,6.145222,galaxy,12.45,1.60,23.41,
NGC0701,NGC0701,,,,27.766000,-9.702611,galaxy,12.14,1.68,22.73,
NGC0718,NGC0718,,,,28.305417,4.195833,galaxy,11.66,2.60,23.43,
NGC0720,NGC0720,,,,28.252083,-13.738667,galaxy,10.14,3.43,23.23,
NGC0731,NGC0731,,,,28.734208,-9.010806,galaxy,12.14,1.60,23.09,
NGC0736,NGC0736,,,,29.170292,33.043500,galaxy,12.14,1.73,23.34,
NGC0741,NGC0741,,,,29.087625,5.628944,galaxy,11.26,2.58,23.43,
NGC0753,NGC0753,,,,29.425833,35.916111,galaxy,12.41,1.12,22.13,
NGC0765,NGC0765,,,,29.700000,24.892472,galaxy,12.47,2.62,24.91,
NGC0772,NGC0772,,,,29.831583,19.007528,galaxy,10.30,3.54,22.32,
NGC0777,NGC0777,,,,30.062083,31.429583,galaxy,11.46,2.41,23.56,
NGC0779,NGC0779,,,,29.926167,-5.963194,galaxy,11.21,0.97,20.75,
NGC0782,NGC0782,,,,29.418250,-57.790167,galaxy,12.07,2.24,23.16,
NGC0784,NGC0784,,,,30.320542,28.837250,galaxy,11.73,2.62,22.87,
NGC0788,NGC0788,,,,30.276875,-6.815528,galaxy,12.33,1.58,22.94,
NGC0803,NGC0803,,,,30.936250,16.030972,galaxy,12.41,1.79,23.04,
NGC0821,NGC0821,,,,32.088083,10.994917,galaxy,10.77,2.28,22.58,
NGC0828,NGC0828,,,,32.539875,39.190361,galaxy,12.24,2.49,24.01,
NGC0835,NGC0835,,,,32.352500,-10.135917,galaxy,12.41,0.80,21.50,
NGC0864,NGC0864,,,,33.865167,6.002611,galaxy,11.07,3.15,22.91,
NGC0877,NGC0877,,,,34.498500,14.544056,galaxy,11.86,1.69,22.47,
NGC0881,NGC0881,,,,34.688625,-6.639083,galaxy,12.44,1.77,23.27,
NGC0890,NGC0890,,,,35.504208,33.266056,galaxy,11.87,0.89,21.77,
NGC0891,NGC0891,,,C23,35.639208,42.349139,galaxy,10.01,8.03,24.17,caldwell
NGC0895,NGC0895,,,,35.401958,-5.521389,galaxy,11.77,2.77,23.30,
NGC0897,NGC0897,,,,35.276542,-33.720667,galaxy,11.85,1.72,22.90,
NGC0908,NGC0908,,,,35.769042,-21.233861,galaxy,10.31,4.48,22.86,
NGC0910,NGC0910,,,,36.361583,41.824278,galaxy,12.25,1.65,23.40,
NGC0922,NGC0922,,,,36.268417,-24.788167,galaxy,12.00,1.94,22.60,
NGC0925,NGC0925,,,,36.820333,33.579167,galaxy,10.12,8.23,23.94,
NGC0936,NGC0936,,,,36.906083,-1.156278,galaxy,10.23,3.81,23.14,
NGC0941,NGC0941,,,,37.116042,-1.151528,galaxy,12.49,1.60,22.85,
NGC0945,NGC0945,,,,37.155333,-10.538972,galaxy,12.12,1.94,23.01,
NGC0949,NGC0949,,,,37.702708,37.136778,galaxy,11.89,2.23,23.07,
NGC0955,NGC0955,,,,37.638125,-1.108417,galaxy,11.96,1.80,23.18,
NGC0958,NGC0958,,,,37.678458,-2.939000,galaxy,12.18,1.61,22.65,
NGC0959,NGC0959,,,,38.099750,35.494639,galaxy,12.48,1.49,22.61,
NGC0969,NGC0969,,,,38.534167,32.946944,galaxy,12.41,1.42,23.43,
NGC0972,NGC0972,,,,38.555750,29.311278,galaxy,11.33,2.46,23.06,
